SSID,,,,,,latitude,longitude,
,,,,,,36.5105137,128.1594375,
,,,,,,36.412255,128.0669808,
,,,,,,36.3416306,127.9616135,
,,,,,,36.4191489,128.1638954,
,,,,,,36.4651251,128.2069556,
,,,,,,36.5316721,128.0719878,
,,,,,,36.4155304,128.152584,
,,,,,,36.4289219,128.1578273,
,,,,,,36.422093,128.164288,
,,,,,,36.417306,128.1691306,
,,,,,,36.4152715,128.1697657,
,,,,,,36.3748549,128.2491366,
,,,,,,36.3748549,128.2491366,
,,,,,,36.3170406,127.9610001,
,,,,,,36.3170406,127.9610001,
,,,,,,36.4108279,128.1590518,
,,,,,,36.4108279,128.1590518,
,,,,,,36.403666,128.1599585,
,,,,,,36.403666,128.1599585,
Public WiFi Free,,,,,,35.2570002,128.4423879,
Public WiFi Free,,,,,,35.3088623,128.517468,
Public WiFi Free,,,,,,35.2775964,128.4112703,
Public WiFi Free,,,,,,35.2772457,128.4064759,
Public WiFi Free,,,,,,35.261287,128.3468279,
Public WiFi Free,,,,,,35.3524274,128.428217,
Public WiFi Free,,,,,,35.293065,128.3985135,
Public WiFi Free,,,,,,35.2757186,128.410266,
chilwon lib,,,,,,35.3049739,128.5154683,
HAMAN_MESH,,,,,,35.283282,128.4012381,
NESPOT,,,,,,35.7317814,126.7331643,
public WIFI Free,,,,,,35.7295433,126.7366617,
public WIFI Free,,,,,,35.7495563,126.7388191,
ollehWIFI,,,,,,35.7261699,126.7239045,
public WIFI Free,,,,,,35.6121272,126.6713013,
byunsan_WIFI,,,,,,35.6635353,126.5284526,
jinseomyeon,,,,,,35.587629,126.6054194,
public WIFI Free,,,,,,35.7042848,126.7870935,
ollehWIFI,,,,,,35.7153369,126.6620774,
Julpo_WIFI,,,,,,35.5902965,126.6776069,
NongUp,,,,,,35.7297179,126.7193327,
public WIFI Free,,,,,,35.7242295,126.7261627,
ollehWIFI,,,,,,35.7309128,126.7372204,
Sport_Park,,,,,,35.7005537,126.7237769,
Nve_AP10,,,,,,35.683081,126.7054312,
ChungJa_AP,,,,,,35.6116388,126.6518846,
munhwajae,,,,,,35.6124349,126.6305763,
Buan 2-1,,,,,,35.7192705,126.732465,
NESPOT,,,,,,35.7790154,126.7156413,
kyeokpo Health_ wifi,,,,,,35.6859327,126.8150011,
,,,,,,35.826319,128.60706,
,,,,,,35.823076,128.608629,
,,,,,,35.846844,128.620966,
,,,,,,35.841452,128.629901,
,,,,,,35.87346,128.646511,
,,,,,,35.858376,128.630511,
,,,,,,35.858376,128.630511,
,,,,,,35.842884,128.724548,
,,,,,,35.86154,128.611204,
,,,,,,35.816619,128.614577,
,,,,,,35.844606,128.61225,
,,,,,,35.840969,128.702949,
,,,,,,35.849512,128.609412,
,,,,,,35.837132,128.712423,
,,,,,,35.844048,128.706613,
,,,,,,35.832243,128.615606,
,,,,,,35.84385,128.695266,
,,,,,,35.825064,128.637198,
,,,,,,35.844058,128.638246,
Public WiFi Free,,,,,,36.6644745,129.1158022,
Public WiFi Free,,,,,,36.6670778,129.1141674,
Public WiFi Free,,,,,,36.593274,129.0903,
Public WiFi Free,,,,,,36.6611773,129.062285,
Public WiFi Free,,,,,,36.7024131,129.1287501,
Public WiFi Free,,,,,,36.765225,129.202563,
Public WiFi Free,,,,,,36.558083,129.12455,
Public WiFi Free,,,,,,36.7024649,129.1264989,
,,,,,,36.8383947,129.2694269,
,,,,,,36.4264701,127.3944401,
,,,,,,36.4246031,127.3942911,
,,,,,,36.3651201,127.3202621,
,,,,,,36.4404001,127.3833951,
,,,,,,36.4351311,127.3866591,
,,,,,,36.3847431,127.3439811,
,,,,,,36.3213721,127.3210561,
,,,,,,36.3213721,127.3210561,
,,,,,,36.3218921,127.3224931,
,,,,,,36.3014021,127.3196651,
,,,,,,36.3503301,127.3397611,
,,,,,,36.3971781,127.4004921,
,,,,,,36.4350411,127.3872471,
,,,,,,36.4320051,127.3809361,
,,,,,,36.3883111,127.3525671,
,,,,,,36.3952611,127.4052391,
,,,,,,36.3577191,127.3339441,
,,,,,,36.3600351,127.3236171,
,,,,,,36.3540281,127.3320861,
,,,,,,36.3869161,127.3484941,
,,,,,,36.3674621,127.3124991,
,,,,,,36.3606761,127.3307341,
,,,,,,36.3804211,127.3163991,
,,,,,,36.2978191,127.3191431,
,,,,,,36.3519621,127.3356121,
,,,,,,36.2993501,127.3176261,
,,,,,,36.4328381,127.3872011,
,,,,,,36.4231431,127.3887811,
,,,,,,36.2982391,127.3168261,
,,,,,,36.4377571,127.3877801,
,,,,,,36.3921811,127.3121061,
,,,,,,36.3581251,127.3354681,
,,,,,,36.3130241,127.2675181,
,,,,,,36.3577031,127.3452621,
,,,,,,36.2997781,127.3164721,
,,,,,,36.3531051,127.3389681,
,,,,,,36.3653121,127.3335781,
,,,,,,36.3673021,127.3185031,
,,,,,,36.3894361,127.3207811,
,,,,,,36.3892401,127.3473751,
,,,,,,36.3955971,127.4071821,
,,,,,,36.4405091,127.3836611,
,,,,,,36.3422825,127.3435478,
,,,,,,36.3581251,127.3354681,
,,,,,,36.3622522,127.3567227,
,,,,,,36.3619066,127.3559073,
,,,,,,36.3606723,127.3582077,
,,,,,,36.3984811,127.4056371,
,,,,,,36.4355958,127.3844981,
,,,,,,36.3894471,127.3525181,
,,,,,,36.3871231,127.3788991,
,,,,,,36.3493111,127.3303101,
,,,,,,36.3651201,127.3202621,
,,,,,,36.3528881,127.3395741,
,,,,,,36.4468761,127.3818711,
,,,,,,36.3551703,127.3442721,
,,,,,,36.3577191,127.3339441,
,,,,,,36.3588941,127.3355631,
,,,,,,36.3549371,127.3460531,
,,,,,,36.4399971,127.3815941,
,,,,,,36.3831771,127.3011671,
,,,,,,36.3896491,127.2990841,
,,,,,,36.3591321,127.3287081,
,,,,,,36.3647931,127.3247551,
,,,,,,36.3871451,127.3484111,
,,,,,,36.3748001,127.3224141,
,,,,,,36.3626301,127.3553581,
,,,,,,36.3977201,127.4032021,
,,,,,,36.3983121,127.4011331,
,,,,,,36.4349801,127.3840941,
,,,,,,36.2949841,127.3206111,
,,,,,,36.3599631,127.3318461,
,,,,,,36.3367721,127.3334713,
,,,,,,36.3362363,127.3349091,
,,,,,,36.3376537,127.3357673,
Public Wifi FREE,,,,,,35.503203,126.583037,
Public Wifi FREE,,,,,,35.437477,126.713096,
Public Wifi FREE,,,,,,35.409887,126.678707,
Public Wifi FREE,,,,,,35.439762,126.634935,
Public Wifi FREE,,,,,,35.419244,126.560852,
Public Wifi FREE,,,,,,35.377642,126.511352,
Public Wifi FREE,,,,,,35.444468,126.495177,
Public Wifi FREE,,,,,,35.460752,126.539011,
Public Wifi FREE,,,,,,35.364193,126.646602,
Public Wifi FREE,,,,,,35.341186,126.603476,
Public Wifi FREE,,,,,,35.524206,126.551041,
Public Wifi FREE,,,,,,35.517696,126.703509,
Public Wifi FREE,,,,,,35.537965,126.743416,
Public Wifi FREE,,,,,,35.489103,126.712361,
Public Wifi FREE,,,,,,35.514252,126.674151,
Public Wifi FREE,,,,,,35.5186,126.699385,
Public Wifi FREE,,,,,,35.444683,126.683398,
Public Wifi FREE,,,,,,35.438446,126.699036,
Public Wifi FREE,,,,,,35.435758,126.701884,
Public Wifi FREE,,,,,,35.434404,126.703134,
Public Wifi FREE,,,,,,35.435705,126.696421,
Public Wifi FREE,,,,,,35.432551,126.698597,
Public Wifi FREE,,,,,,35.438084,126.712789,
Public Wifi FREE,,,,,,35.462414,126.674039,
Public Wifi FREE,,,,,,35.467289,126.673256,
Public Wifi FREE,,,,,,35.432568,126.724618,
Public Wifi FREE,,,,,,35.435371,126.706893,
Public Wifi FREE,,,,,,35.520793,126.703174,
Public Wifi FREE,,,,,,35.538574,126.74231,
Public WiFi Free,,,,,,34.6420067,126.7498668,
Public WiFi Free,,,,,,34.6381696,126.7530254,
Public WiFi Free,,,,,,34.6488964,126.7551315,
Public WiFi Free,,,,,,34.6373855,126.7532169,
Public WiFi Free,,,,,,34.6384054,126.7438058,
Public WiFi Free,,,,,,34.6410395,126.7569281,
Public WiFi Free,,,,,,34.6394519,126.7519943,
Public WiFi Free,,,,,,34.6384054,126.7438058,
Public WiFi Free,,,,,,34.6429882,126.7552928,
Public WiFi Free,,,,,,34.6385435,126.7504154,
Public WiFi Free,,,,,,34.4515161,126.7997263,
Public WiFi Free,,,,,,34.6915857,126.6906771,
Public WiFi Free,,,,,,34.6400941,126.7564119,
Public WiFi Free,,,,,,34.5727808,126.7818584,
Public WiFi Free,,,,,,34.5461307,126.7102501,
Public WiFi Free,,,,,,34.7043093,126.7539568,
Public WiFi Free,,,,,,34.450253,126.8018738,
Public WiFi Free,,,,,,34.6436392,126.7986246,
Public WiFi Free,,,,,,34.713753,126.7981307,
Public WiFi Free,,,,,,34.6465521,126.7649667,
Public WiFi Free,,,,,,34.6449846,126.7974667,
Public WiFi Free,,,,,,34.4954587,126.7833022,
Public WiFi Free,,,,,,34.7450597,126.7768037,
Public WiFi Free,,,,,,34.6405442,126.7484007,
Public WiFi Free,,,,,,34.4510325,126.7994089,
,,,,,,36.0050138,127.654136,
,,,,,,35.9680406,127.8489438,
,,,,,,36.0100081,127.7882378,
,,,,,,35.8661205,127.6535573,
,,,,,,36.0231487,127.5546509,
,,,,,,35.9689394,127.8526444,
,,,,,,36.0077711,127.7900593,
,,,,,,35.8473523,127.6776211,
,,,,,,35.9425628,127.65936,
,,,,,,35.9737937,127.5590144,
,,,,,,36.0056695,127.6728137,
,,,,,,36.0056695,127.6728137,
,,,,,,36.0056695,127.6728137,
,,,,,,35.906217,127.5911412,
,,,,,,35.9047214,127.7820145,
,,,,,,35.8637209,127.6531569,
,,,,,,36.0111132,127.758702,
,,,,,,35.9131799,127.8499899,
,,,,,,35.8288155,127.640148,
,,,,,,35.8650545,127.6239704,
,,,,,,35.9216675,127.6126927,
,,,,,,35.9292445,127.716774,
,,,,,,36.0144644,127.5799539,
,,,,,,36.0015985,127.66344,
,,,,,,35.8643069,127.6531998,
,,,,,,36.0058819,127.6717091,
,,,,,,36.004671,127.6643753,
,,,,,,36.0106554,127.6604406,
Public Free,,,,,,37.537367,126.737744,
Public Free,,,,,,37.532479,126.712108,
Public Free,,,,,,37.525063,126.709802,
Public Free,,,,,,37.542922,126.724412,
Public Free,,,,,,37.544172,126.728022,
Public Free,,,,,,37.536701,126.729022,
Public Free,,,,,,37.534507,126.741688,
Public Free,,,,,,37.530757,126.729689,
Public Free,,,,,,37.532896,126.723884,
Public Free,,,,,,37.528035,126.736439,
Public Free,,,,,,37.576835,126.734104,
Public Free,,,,,,37.525063,126.709802,
Public Free,,,,,,37.528651,126.734723,
Public Free,,,,,,37.529567,126.70617,
Public Free,,,,,,37.543532,126.715597,
Public Free,,,,,,37.580012,126.69681,
Public Free,,,,,,37.528651,126.734723,
Public Free,,,,,,37.545865,126.71664,
Public Free,,,,,,37.545865,126.71664,
Public Free,,,,,,37.533158,126.733561,
Public Free,,,,,,37.528967,126.705972,
Public Free,,,,,,37.55011,126.742004,
Public Free,,,,,,37.529221,126.718064,
Public Free,,,,,,37.546017,126.730172,
Public Free,,,,,,37.526176,126.742961,
Public Free,,,,,,37.533281,126.737312,
Public Free,,,,,,37.561858,126.757841,
Public Free,,,,,,37.576736,126.734004,
Public Free,,,,,,37.531905,126.711052,
Public Free,,,,,,37.539063,126.725088,
Public Free,,,,,,37.546023,126.718134,
Public Free,,,,,,37.529593,126.723191,
Public Free,,,,,,37.537014,126.722151,
Public Free,,,,,,37.536326,126.736199,
Public Free,,,,,,37.55933,126.75935,
Public Wify Free,,,,,,34.31675,126.7455,
Public Wify Free,,,,,,34.336213,126.73067,
Public Wify Free,,,,,,34.316281,126.761258,
Public Wify Free,,,,,,34.312814,126.754925,
"""T wifi zone, ollehwifi""",,,,,,37.738089,127.033733,
ollehwifi,,,,,,37.746355,127.047652,
ollehwifi,,,,,,37.740791,127.042825,
ollehwifi,,,,,,37.732795,127.048934,
ollehwifi,,,,,,37.71199,127.048744,
ollehwifi,,,,,,37.726476,127.043125,
ollehwifi,,,,,,37.726413,127.054269,
ollehwifi,,,,,,37.731501,127.056764,
ollehwifi,,,,,,37.743627,127.057913,
ollehwifi,,,,,,37.731076,127.086807,
ollehwifi,,,,,,37.739717,127.089991,
ollehwifi,,,,,,37.750275,127.058139,
ollehwifi,,,,,,37.75051,127.038383,
ollehwifi,,,,,,37.740785,127.03551,
ollehwifi,,,,,,37.743381,127.029657,
ollehwifi,,,,,,37.759987,127.032355,
ollehwifi,,,,,,37.728626,127.077135,
"""T wifi zone, ollehwifi""",,,,,,37.736152,127.039568,
ollehwifi,,,,,,37.741621,127.019697,
ollehwifi,,,,,,37.757003,127.029757,
T wifi zone,,,,,,37.735087,127.034104,
T wifi zone,,,,,,37.733413,127.034368,
ollehwifi,,,,,,37.43662,127.09223,
uilib-Science-Lib,,,,,,37.744874,127.069053,
,,,,,,37.736479,127.033922,
Public WiFi FREE,,,,,,37.09986,129.011175,
Public WiFi FREE,,,,,,37.121279,129.044054,
Public WiFi FREE,,,,,,37.121833,128.951719,
Public WiFi FREE,,,,,,37.168676,129.0367,
Public WiFi FREE,,,,,,37.173451,128.993098,
Public WiFi FREE,,,,,,37.164333,128.986449,
Public WiFi FREE,,,,,,37.148119,128.994345,
Public_WiFi Free 2.4G,,,,,,37.120849,128.95119,
Public_WiFi Free 2.4G,,,,,,37.09508,129.039513,
Public_WiFi Free 2.4G,,,,,,37.219148,128.941271,
Public_WiFi Free 2.4G,,,,,,37.129465,129.068221,
Public_WiFi Free 2.4G,,,,,,37.100751,129.023647,
Public_WiFi Free 2.4G,,,,,,37.172026,128.987953,
Public_WiFi Free 2.4G,,,,,,37.231012,128.938483,
Public_WiFi Free 2.4G,,,,,,37.086959,129.036363,
Public_WiFi Free 2.4G,,,,,,37.221169,128.986805,
Public_WiFi Free 2.4G,,,,,,37.148344,129.011471,
Public_WiFi Free 2.4G,,,,,,37.224797,128.965229,
Public_WiFi Free 2.4G,,,,,,37.114348,129.037166,
publicwififree,,,,,,37.7143314,126.4843242,
publicwififree,,,,,,37.7074625,126.4942687,
publicwififree,,,,,,37.6871251,126.4798541,
publicwififree,,,,,,37.6766927,126.5111591,
publicwififree,,,,,,37.6413357,126.4912449,
publicwififree,,,,,,37.6322478,126.4203573,
publicwififree,,,,,,37.6809819,126.4059679,
publicwififree,,,,,,37.7653913,126.4624033,
publicwififree,,,,,,37.7379656,126.4841146,
publicwififree,,,,,,37.6633824,126.4216636,
publicwififree,,,,,,37.7200419,126.3893523,
publicwififree,,,,,,37.7525663,126.3934493,
publicwififree,,,,,,37.7963691,126.3797033,
publicwififree,,,,,,37.8060547,126.4043396,
publicwififree,,,,,,37.7750381,126.4106773,
publicwififree,,,,,,37.7422919,126.4921831,
publicwififree,,,,,,37.7471724,126.4871795,
publicwififree,,,,,,37.7734345,126.4246731,
publicwififree,,,,,,37.7439679,126.5013841,
publicwififree,,,,,,37.7843866,126.2831036,
publicwififree,,,,,,37.6077745,126.4147053,
publicwififree,,,,,,37.7960582,126.2615682,
publicwififree,,,,,,37.7957982,126.3078313,
publicwififree,,,,,,37.6322478,126.4203575,
publicwififree,,,,,,37.7490618,126.4828782,
publicwififree,,,,,,37.7449077,126.4879742,
publicwififree,,,,,,37.7489863,126.4836867,
publicwififree,,,,,,37.7449075,126.4879747,
publicwififree,,,,,,37.7483212,126.4835665,
publicwififree,,,,,,37.7047064,126.4343527,
publicwififree,,,,,,37.7143319,126.4843247,
publicwififree,,,,,,37.7143319,126.4843249,
publicwififree,,,,,,37.6413355,126.4912447,
publicwififree,,,,,,37.6629119,126.4215022,
publicwififree,,,,,,37.5665354,126.9779698,
publicwififree,,,,,,37.7750385,126.4106777,
publicwififree,,,,,,37.7750388,126.4106779,
publicwififree,,,,,,37.7653915,126.4624032,
publicwififree,,,,,,37.7035037,126.3209536,
publicwififree,,,,,,37.7037978,126.3210192,
publicwififree,,,,,,37.7988283,126.4072755,
publicwififree,,,,,,37.7988282,126.4072753,
publicwififree,,,,,,37.7475728,126.4765115,
publicwififree,,,,,,37.7394058,126.5120634,
publicwififree,,,,,,37.7394059,126.5120635,
publicwififree,,,,,,37.6871255,126.4798547,
publicwififree,,,,,,37.6413351,126.4912448,
publicwififree,,,,,,37.6322474,126.4203578,
publicwififree,,,,,,37.7476748,126.4831363,
publicwififree,,,,,,37.7298431,126.4740733,
publicwififree,,,,,,37.7411786,126.4905411,
publicwififree,,,,,,37.7653919,126.4624033,
publicwififree,,,,,,37.6641126,126.3488237,
publicwififree,,,,,,37.6095064,126.3832561,
publicwififree,,,,,,37.7734344,126.4246721,
publicwififree,,,,,,37.6925528,126.3289214,
publicwififree,,,,,,37.6643244,126.4208051,
Public WiFi,,,,,,35.2594941,129.0166681,
Public WiFi,,,,,,35.2485011,129.0108511,
Public WiFi,,,,,,35.2019111,129.0353841,
Public WiFi,,,,,,35.2027181,128.9979931,
Public WiFi,,,,,,35.1939141,128.9964811,
Public WiFi,,,,,,35.2134731,129.0363911,
Public WiFi,,,,,,35.2113891,129.0292251,
Public WiFi,,,,,,35.2336641,129.0086881,
Public WiFi,,,,,,35.2594941,129.0166681,
Public WiFi,,,,,,35.2679621,129.0194221,
Public WiFi,,,,,,35.2173751,129.0206571,
Public WiFi,,,,,,35.1971491,128.9901281,
Public WiFi,,,,,,35.2061481,129.0370561,
Public WiFi,,,,,,35.2322571,129.0099011,
Public WiFi,,,,,,35.2525141,129.0148761,
Public WiFi,,,,,,35.2268391,129.0098891,
Public WiFi,,,,,,35.2363431,129.0138411,
Public WiFi,,,,,,35.2066991,128.9964191,
Public WiFi,,,,,,35.2110451,129.0079581,
Public WiFi,,,,,,35.2346851,129.0105021,
Public WiFi,,,,,,35.2064681,129.0011401,
Public WiFi,,,,,,35.1948981,129.0088031,
Public WiFi,,,,,,35.2435311,129.0198621,
Public WiFi,,,,,,35.2319021,129.0100311,
Public WiFi,,,,,,35.2124681,129.0368831,
Public WiFi,,,,,,35.2130021,129.0110351,
Public WiFi,,,,,,35.2091491,129.0393011,
Public WiFi,,,,,,35.2585161,129.0161511,
Public WiFi,,,,,,35.2124681,129.0368831,
Public WiFi,,,,,,35.2643911,129.0173661,
Public WiFi,,,,,,35.2070431,129.0391171,
NESPOT ollleh WiFi,,,,,,37.894599,127.200179,
NESPOT ollleh WiFi,,,,,,37.894599,127.200179,
NESPOT ollleh WiFi,,,,,,37.894599,127.200179,
NESPOT ollleh WiFi,,,,,,37.894599,127.200179,
NESPOT ollleh WiFi,,,,,,37.894599,127.200179,
NESPOT ollleh WiFi,,,,,,37.894599,127.200179,
NESPOT ollleh WiFi,,,,,,37.894599,127.200179,
NESPOT ollleh WiFi,,,,,,37.894599,127.200179,
NESPOT ollleh WiFi,,,,,,37.894599,127.200179,
NESPOT ollleh WiFi,,,,,,37.894599,127.200179,
NESPOT ollleh WiFi,,,,,,37.894599,127.200179,
NESPOT ollleh WiFi,,,,,,37.894599,127.200179,
NESPOT ollleh WiFi,,,,,,37.894599,127.200179,
NESPOT ollleh WiFi,,,,,,37.894599,127.200179,
NESPOT ollleh WiFi,,,,,,37.894599,127.200179,
NESPOT ollleh WiFi,,,,,,37.894599,127.200179,
NESPOT ollleh WiFi,,,,,,37.894599,127.200179,
NESPOT ollleh WiFi,,,,,,37.894599,127.200179,
NESPOT ollleh WiFi,,,,,,37.894599,127.200179,
NESPOT ollleh WiFi,,,,,,37.894599,127.200179,
NESPOT ollleh WiFi,,,,,,37.894599,127.200179,
NESPOT ollleh WiFi,,,,,,37.894599,127.200179,
NESPOT ollleh WiFi,,,,,,37.894599,127.200179,
NESPOT ollleh WiFi,,,,,,37.894599,127.200179,
NESPOT ollleh WiFi,,,,,,37.894599,127.200179,
NESPOT ollleh WiFi,,,,,,37.894599,127.200179,
NESPOT ollleh WiFi,,,,,,37.894599,127.200179,
NESPOT ollleh WiFi,,,,,,37.900773,127.201127,
NESPOT ollleh WiFi,,,,,,37.900773,127.201127,
NESPOT ollleh WiFi,,,,,,37.888944,127.217632,
